                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                0.81494,                0.64154,                 1.1619,                0.88705,                0.84967,                0.86836,                  0.679,                0.99786,                0.93411,                 1.1744,              0.0004407,              0.0004407,              0.0004407
                    110,                0.78346,                0.62037,                 1.1454,                 0.8884,                0.84967,                0.86135,                0.66761,                  1.001,                0.92774,                 1.1937,              0.0004308,              0.0004308,              0.0004308
                    111,                 0.8017,                 0.6399,                 1.1527,                0.87216,                0.85957,                0.86532,                0.67292,                0.99566,                0.97024,                 1.1897,              0.0004209,              0.0004209,              0.0004209
                    112,                0.79888,                0.63749,                   1.15,                0.89653,                0.84804,                0.87388,                0.69096,                0.96931,                0.95894,                 1.1629,               0.000411,               0.000411,               0.000411
                    113,                0.78012,                0.62657,                 1.1467,                0.89794,                0.82035,                 0.8642,                0.68334,                 1.0044,                0.93851,                 1.1842,              0.0004011,              0.0004011,              0.0004011
                    114,                0.79093,                0.62125,                  1.147,                0.88665,                0.87092,                0.87891,                0.69171,                0.98216,                0.88223,                 1.1639,              0.0003912,              0.0003912,              0.0003912
                    115,                0.79162,                0.61686,                 1.1447,                0.85679,                0.85413,                0.86152,                0.68891,                0.95753,                0.91065,                 1.1532,              0.0003813,              0.0003813,              0.0003813
                    116,                0.77986,                0.62403,                 1.1399,                0.87983,                0.82721,                0.84974,                0.67282,                0.97554,                0.95931,                 1.1646,              0.0003714,              0.0003714,              0.0003714
                    117,                0.78278,                0.61396,                 1.1431,                0.88814,                0.84982,                0.87209,                0.69913,                0.93952,                0.88986,                  1.128,              0.0003615,              0.0003615,              0.0003615
                    118,                0.77732,                0.61633,                 1.1347,                0.88095,                0.85621,                 0.8634,                0.69139,                0.94084,                0.91506,                 1.1382,              0.0003516,              0.0003516,              0.0003516
                    119,                0.77748,                0.61867,                 1.1362,                0.91578,                0.84028,                0.87178,                0.69958,                0.94144,                0.88055,                 1.1365,              0.0003417,              0.0003417,              0.0003417
