                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    129,                0.80209,                 0.6549,                 1.1738,                 0.7359,                0.62006,                0.67415,                0.46599,                 1.2343,                 1.1116,                 1.2503,               0.001618,               0.001618,               0.001618
                    130,                0.81089,                0.66271,                 1.1836,                0.73779,                 0.6219,                 0.6752,                0.46531,                 1.2361,                 1.1112,                 1.2521,               0.001552,               0.001552,               0.001552
                    131,                0.80934,                 0.6601,                 1.1785,                0.74714,                0.61929,                0.67684,                0.46585,                 1.2369,                 1.1105,                 1.2525,               0.001486,               0.001486,               0.001486
                    132,                0.80303,                0.65931,                 1.1781,                0.75275,                0.62021,                0.67767,                0.46599,                 1.2376,                 1.1098,                 1.2528,                0.00142,                0.00142,                0.00142
                    133,                0.79686,                 0.6424,                  1.172,                 0.7486,                0.62113,                0.67858,                0.46521,                 1.2384,                 1.1097,                 1.2534,               0.001354,               0.001354,               0.001354
                    134,                0.79143,                0.64697,                 1.1742,                0.74819,                0.62203,                0.67887,                0.46572,                 1.2391,                 1.1089,                 1.2538,               0.001288,               0.001288,               0.001288
                    135,                0.79017,                0.64355,                 1.1657,                0.75066,                0.62132,                0.67987,                0.46645,                 1.2398,                 1.1077,                 1.2543,               0.001222,               0.001222,               0.001222
                    136,                0.79667,                0.64217,                 1.1717,                0.75032,                0.62374,                0.68178,                0.46693,                 1.2398,                  1.108,                  1.254,               0.001156,               0.001156,               0.001156
                    137,                0.79265,                0.64885,                 1.1699,                0.75811,                0.62005,                0.68147,                0.46725,                  1.241,                 1.1086,                 1.2544,                0.00109,                0.00109,                0.00109
                    138,                0.78151,                0.63469,                 1.1584,                0.76245,                0.61251,                0.68101,                0.46628,                 1.2417,                 1.1097,                 1.2543,               0.001024,               0.001024,               0.001024
                    139,                0.78448,                0.62753,                 1.1629,                0.76269,                0.60944,                0.68135,                0.46563,                 1.2425,                 1.1084,                 1.2551,               0.000958,               0.000958,               0.000958
                    140,                0.79182,                0.63655,                 1.1672,                0.76082,                 0.6096,                0.68105,                0.46571,                  1.244,                  1.109,                 1.2555,               0.000892,               0.000892,               0.000892
                    141,                0.74938,                0.48938,                 1.1362,                0.75773,                 0.6096,                0.68092,                0.46527,                 1.2453,                 1.1086,                 1.2564,               0.000826,               0.000826,               0.000826
                    142,                0.73633,                0.47253,                 1.1246,                0.75731,                0.60824,                0.68105,                0.46525,                 1.2447,                 1.1079,                 1.2567,                0.00076,                0.00076,                0.00076
                    143,                0.73322,                0.46877,                 1.1251,                0.75779,                0.60698,                0.68118,                0.46544,                 1.2455,                 1.1086,                 1.2574,               0.000694,               0.000694,               0.000694
                    144,                0.73193,                0.46392,                 1.1209,                0.76018,                 0.6065,                0.68039,                0.46508,                 1.2468,                 1.1096,                 1.2583,               0.000628,               0.000628,               0.000628
                    145,                0.73052,                0.45862,                 1.1199,                0.76349,                0.60573,                0.68064,                0.46511,                 1.2474,                 1.1097,                 1.2591,               0.000562,               0.000562,               0.000562
                    146,                0.71902,                0.44317,                 1.1077,                0.76686,                0.60573,                0.68045,                0.46465,                 1.2475,                 1.1103,                 1.2591,               0.000496,               0.000496,               0.000496
                    147,                0.71766,                0.45007,                 1.1085,                 0.7686,                0.60389,                0.68054,                0.46554,                 1.2472,                 1.1113,                 1.2594,                0.00043,                0.00043,                0.00043
                    148,                0.71338,                0.44729,                 1.1091,                0.76947,                0.60473,                0.68027,                0.46516,                 1.2481,                 1.1115,                   1.26,               0.000364,               0.000364,               0.000364
                    149,                0.71084,                0.44031,                 1.1042,                 0.7684,                0.60584,                0.68024,                0.46482,                 1.2484,                 1.1117,                 1.2605,               0.000298,               0.000298,               0.000298
                    150,                0.70659,                0.43777,                 1.1031,                0.76824,                0.60769,                 0.6801,                0.46542,                  1.249,                 1.1127,                  1.261,               0.000232,               0.000232,               0.000232
